date;accuracy_condition;prolific_id;participant_id;consent;statement_id;text;statement_condition;confidence_range;duration;correct_prediction;ai_judgment;participant_judgment
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;3LOZAJ85YEZUB84ULCSATTFGUB82XI;After the birth of my granddaughter, I was happy. Blissfully unaware, I enjoyed the prospect of having a new infant in the family to love and spoil as only a grandmother can. That happiness was short-lived, however, when CPS became involved in the baby's life because of events that had happened in her mother's history. I was shocked to find that she had things in her history that were so terrible that CPS felt the need to investigate and eventually remove the children from her care. This threw the family into chaos. Three months ago, things really changed. My son had to move in with my husband and I. My infant granddaughter also moved in. Now that she's here, I find myself raising her on my own. I love her dearly and want nothing but the best for her, but it is hard. This poor innocent child now has to suffer the consequences of her parents' actions. Why is it that the good among us always find suffering at the hands of those who choose to do badly?  I want to believe people can change, and I want to believe that someday my son and his family can care for her needs, but I am unsure. This has been one of the hardest times in my life. Although it has been so difficult, my sole focus is on this beautiful child and making sure she has the love, care, and attention that all innocent children deserve.;deceptive;moderately confident;60.3786757;0;28;-14
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;3ZAZR5XV024WELWBJN512R4DFOBZCM;It was near the end of June when I received a life changing phone call from my husband.  He had recently started a company with the dream of running his own business in the next year or two but we were not prepared for that to start immediately!  His boss discovered his new company and fired him on the spot.  No two weeks notice, no time to prepare.  Thank God he had some vacation time saved up so we weren't completely screwed financially.  Many concerns crossed my mind.  How will we afford food?  How will we pay our mortgage?  How will we send our kids to the private school that they love and thrive at?  My husband and I both worked diligently over the next few weeks to get everything set up for the business that we thought we would have a year to accomplish.  We opened a bank account, fixed up the website, created a LinkedIn account, and started emailed companies looking for work.  He also attended a conference to try to make some connections there.  Many people were interested in his capabilities but it takes time to get a contract officially signed.  My husband created his first blog post and it quickly received a significant amount of attention from the tech community.  He has great ideas and would be a huge value to anyone willing to work with him.  We know that there is great potential in our new endeavor and we are confident in our eventual success but we need to start bringing in money soon.;truthful;very confident;66.46834517;0;-50;-24
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;3CTOC39K38C02PWBAKU4YBO9NI17J8;About two months ago i was visiting las vegas.   I was going to see my mother.  The main reason for the visit was that she had just had a stroke and i wanted to support her.  I remember when i got there i gave her a very big hug.  We bonded so much during the trip. I was very sad most of the time but happy to see her.  I was very grateful that the doctor said she should be okay now .  She will have to change her diet and work out more but she will be okay.  It was a very big relief to hear the doctor say that .  I plan on moving down closer to my mother soon.  I want to be there for her . I dont want her to have another stroke.  Overall i am very happy with the visit with my mother .  I do plan on also seeing her again shortly in the future.  One thing that shocked me was how much we bonded.  We talked so much about past memories from when i was a child.  We have never really bonded like this before and it was very nice  to have bonded with her.  I also remember we talked about my dad passing away and i dont want to watch my mother pass away.  I plan on helping her with work out goals and changing her diet.;deceptive;poorly confident;45.96770239;0;16;10
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;attention_check_1;"This is an attention check and serves to validate your participation. Please put the slider at the position -20. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;21.6589942;0;-20;-20
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;3RWE2M8QWIWI34NC4J1NC3V3NA80NK;I lost my grandmother earlier this year. She was 94 years old. She passed away on Memorial Day weekend. She had said she was ready to go, but it was still, of course, a sad moment in my life. She had gotten really frail overall and was in a nursing home the last few weeks of her life. The last time I saw her, she was asleep, and didn't wake up while I was there, but I was able to tell her that I loved her and that I hoped she had sweet dreams. It felt good to be able to do that. When we got the call, I wasn't surprised. But I still miss her, of course. She was a really interesting person. She was born to Belgian immigrants. She grew up on a farm with no electricity or running water. She had a really happy life though, and did more than she ever expected. Her funeral was really nice. A lot of people came. It was really nice to hear how many lives she touched.;truthful;confident;24.15321636;1;38;35
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;3NL0RFNU0G9YUMKAQ7W9WE4CIFZK4F;"Isn't it strange how the smallest little thing can change our lives? I had regarded Phillipa with long-distance loathing since she had pulled off my bathing trunks as a joke 10 years ago. We had been joking about sex, and the sizes of certain people's equipment, and to prove a long-forgotten point her hand yanked down my trunks, and our friends had a hearty laugh at my expense.  I had not seen her since that day. I heard she had spent some time in Australia, working on a research vessel. About 4 months ago some ocean engineering student I know had built an Island in the middle of a lake they had created for a project. to inaugurate the island they were going to throw a party one afternoon. I was invited and I arrived at about 1 PM. the only way to get to that island was on a raft pulled along by a string above. while I was standing around nursing my beer, a darkly tanned blonde woman came up to me and asked me if I remembered her. I looked at her blankly for a moment.""Ph-ph-Phillipa?,"" I stammered. To make a long story short it was. But this was not the Phillipa that I remembered. The Phillipa that I remembered was pudgy, whiny, fat-armed, stoop-shouldered and forgettable. This tall woman was commanding, lanky, graceful, gorgeous and apprised me confidently with the bluest eyes I think I had ever seen. One thing lead to another and we went for a walk along the ocean. The night ended long before the walk did.";deceptive;confident;56.15416169;1;-32;11
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;34PGFRQONPXFS4XCIS2GQRNQFVFJWY;I had the best day at work today. I love this new job more than I ever thought possible. 6 months ago I really thought my life was over when I quit my job with no plan for the future. I admit now I quit on an impulse, but it felt right. I had been getting harassed at work by this horrible employee named Jan. She was inappropriate and rude to everyone, and no one stood up to her. I was trying to complete a project at the office while everyone else was enjoying the Christmas party. Jan kept coming into my office to ask me to drink with her and to dance, it was obnoxious. She was obviously drunk,. I asked her several times to leave me alone and she would not stop touching me and harassing me. After an hour of the constant annoyance I snapped. I told her exactly what I thought of her and how terrible she was. Everyone just stood and watched. No one joined in or had my back. I was distraught. My supervisors watched me be harassed and did nothing. After my outburst I knew I was done at that company, so I quit. I just grabbed my things and walked out. I remember getting in my car and crying my eyes out. I needed that job. I hadn't done anything wrong. I really thought my life was over.;deceptive;indecisive;51.42359567;1;-5;18
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;3TYCR1GOTD5PHPQHW0Y05AU08A8ZLA;"Exactly six months ago I recieved the best news of my life. I was approved to become a U.S. resident.  My mother shared this with me while I was at work. A friend of mine saw my elation. They came over and asked what's are you so excited about? I shared with him the great news. He too was very happy for me. I was so overcome with emotion that I started to cry. Now I can be a proud American citizen. I can vote. I can be part of a better Country that I will help make better. I will vote for the better politicians. I will now have a say in what this country does. I""m very proud and happy I get to enjoy life.";deceptive;very confident;31.38940501;0;42;-13
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;3I33IC7ZWGOIFVW1A20W9L4IK102AS;Dear diary,  I went to a restaurant with my family today. We had a great time eating sushi. My brother had got a promotion and we were celebrating this accomplishment. We had all types of different sushi and it was very delicious. We drank beer and had Japanese desserts. They had all types of different variations of sushi and I liked them all. My brother was very happy as well. My mother was proud of him and very happy too. After that we went to the store to get some groceries. My mother decided to make a cake to celebrate this event as well. She made our favorite cake that she makes. She is quite the skilled baker, and she used to make cakes for sale. I am very lucky to her as a mother because of this. I remember being a child and always eating great pastries she would have left over from her sales. I was quite the spoiled child.;truthful;moderately confident;9.195473909;1;25;8
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;attention_check_2;"This is an attention check and serves to validate your participation. Please put the slider at the position 33. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;11.04522324;0;33;33
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;35GCEFQ6I6A81L0SQUU09O0J1ERZ3F;About 3 months ago I brought my dog to the vet--routine treatment, teeth cleaning. Dog's need that, you know? I like to take care of my little buddy. Unfortunately, things didn't go as planned. I brought her in, left for a little bit to go eat lunch--suddenly, I get a call. Apparently my dog has an issue, I ask what. The vet doesn't sound too optimistic. She tells me about her enlarged Lymph nodes, and my concern suddenly dwarfed any other concern I had in life. I couldn't eat. I talked to the vet and she gave me my options. I wrapped my little buddy up and went home. I couldn't sleep, I was so worried about her. I went to work tired and worried, the stress was immeasurable. I waited two weeks for another call from the vet, and she told me there was nothing to be concerned about, perhaps she was just sick or it was a exceptional mistake or error in judgement. I was happy, but now possible issues are always in the back of my mind when taking my dog anywhere.;deceptive;indecisive;98.81780505;0;7;24
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;3IOEN3P9S85A38221LJ6OXSR50561J;I was in a situation where I had to move, and a family member offered to let me rent from them. The catch, however, is that they were on the other side of the country. Since I did not have a car and did not want to rent one, I decided to take the train. I chose the train, because I was able to have take several bags with me. On a plane, I would at most be able to take a carry-on and a checked bag. On the train, I could have two carry-ons and two checked bags. Once I booked my ticket, it was time for me sort through all my belongings. Even though I could have more luggage on the train, I could not take everything with me. As such, I had to throw out over half of what I owned. I had previously given away 90% of my books, and now I had to give away half of what was left. This was in addition to giving away most of my already limited amount of shoes, a bed, clothes, kitchenware, and many other things. It was difficult, but with enough detachment and my walks up and down several flights of stairs, I did it. While the move was difficult emotionally, I learned a valuable lesson. I learned about what was essential and nonessential. I learned the consequences of choices I had made that led me to having to move across the country. Finally, I learned to let go. While I hope that my next move will be under different circumstances, I know that I will have the emotional strength to handle whatever emergency situation that comes my way.;truthful;moderately confident;49.2540307;0;-25;23
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;3OUYGIZWR8KI6PZPKYEFGS0YX2UP0Q;I remember the first day of my daughter in school. This was a memorable day for me and felt like a lot of great achievement as a father. Kids are great and could be emotional when you know that you really made them happy. I am a graduate student studying Engineering. I have a 3 year old daughter and would turn four in 5 months. We live in a small house close to the college that I attended and I am a full time father. Most times I dress up to go to school, my daughter would run after me crying to come along. I always gave her excuse that she can't come along, because I am going to school. Meaning she got to know about going to school when she was age 2. This, together with youtube videos made her know about attending school and always wanted to attend school. I got her enrolled for head start and she was enrolled to start on August 26th, 2019. before this date, she would pick up her uniform and cry to go to school. Not long, the resumption date came and she got dressed and I dropped her off. She was so happy to be there, she was amongst the few students in her class that did not cry that their parents dropped them of. I could see the excitement in her everyday when I pick her up that she is doing what she loves. I am happy and emotional to see that she is happy with her life.;truthful;confident;50.58432841;1;33;-24
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;attention_check_1;"This is an attention check and serves to validate your participation. Please put the slider at the position -20. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;22.17218876;0;-20;-20
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;3AWETUDC93ENROIBBX1NDU28QDAZI5;My family and I weren't very close. It was no one's fault. Just, we had never really associated much with one another. My older brother was kind of the golden child of the family. He had a lot of special privileges it felt like. Again, it might have just been my childish hindsight. It was hard to believe that someone can be treated so well while I could be treated so poorly. But, that's how life was for my family. I don't harbor any resentment. These things happen and not every family is perfect. Four months ago my older brother passed away. I didn't really feel too bad, not because I didn't love him (because I did), but we just hadn't talked much recently. Times like these are when I could experience regret. I try to keep my options to myself. I did attend his funeral and my family expressed our condolences and maybe one day, we can reconnect again.;deceptive;poorly confident;26.23367739;0;13;23
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;34V1S5K3GTNSSD5X5YYZ33AAUOK961;My soon to be sister in laws wedding. It was in one of my favorite towns, Gainsville. We each had our own little cottages on the property so I didn't feel rushed or even worried about getting ready on time since we woke up there. It was the first wedding I had ever been too as an adult, and also felt super close to the people getting married. The morning was great. I stayed with the boys for the most part since I knew them a bit better than the birdesmates. We were all swapping stories and kidding around while I helped them get ready. My boyfriend looks amazing in his tux, and it actually made me cry because I had never seen him dressed up like that. It honestly made me feel like I couldn't wait to get married for the first time ever in my life. I sat in the front and helped my boyfriends grandparents since they are a bit older and have a hard time getting up and down. The bride and groom looked so amazing. They had been together for 8 years, so this was a really big deal to everyone.  The ceremony went off without a hitch. Afterwards it was just a lot of fun. The meal was buffet style and I was sitting with my boyfriend, his parents, and his grandparents. I helped his grandparents get food, and again everyone swapped stories. I was so happy to be part of his family and part of this event, and I felt really included. At the end, we all got star-wars light-sabers and we made an archway using them for the bride and room to walk through. After that my boyfriend and I spent the rest of the night playing with the little kids who waited the whole day to play with them. We ended up getting beat up like crazy. I loved the day, and I wouldn't change it for anything.;truthful;indecisive;88.43163729;1;7;11
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;3M81GAB8A154QO3EIRQT0EMRS13BQC;When I was a child, there was a hill that felt as if it were a straight drop. Of course, when you're young you do not read this as danger. Instead, you read this as excitement. All of the neighborhood kids would talk about 'bombing' the hill on your bike. Any kid who could do this would automatically gain bragging rights. And as a kid, bragging rights are the most valuable form of currency. It took little to no convincing before my cousins and I found ourselves atop of the hill, looking down towards the street below. What was the worst that could happen? I strapped my helmet on tight, and my cousins did the same. We had no knee pads. There was no protection from the asphalt other than our thin t shirts and shorts. Kids do not thin things through. Instead, they just act. The whole neighborhood gathered at the top of the hill. And with one deep breathe, we were off. At first the thrill was exciting- that feeling in your stomach when you drop on a roller coaster. But within seconds, we lost control of our bikes. The terrain was rougher than expected, and collided. My cousin writhed in pain from a broken wrist. My face was scrathed, my shoulder dislocated. Parents ran out of their homes. We spent the summer in casts- but we had the most bragging rights in the neighborhood.;deceptive;moderately confident;75.03084302;0;28;23
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;3NPFYT4IZDQKQ2C1KRDZVX9HVSHXGN;My grandmother died earlier in the year. I had a hard time accepting it but I new it would happen soon. When it came time for the funeral I was mentally prepared, although still shaken up. When I got to the service I saw quite a few people I didn't know. My grandmother was a well loved person and many people came out. The service was beautiful and people had some great things to say. She had an amazing headstone engraved and her favorite flowers planted around her grave. I met some people from my family that I never knew existed! I talked with them and they told me some things about my grandmother that I had no clue about. She was so much more adventurous and daring than I had thought. I was told stories of when she was younger and how much she loved to travel. I hope to follow in her footsteps and be a great person as well. All in all the funeral helped me a lot and gave me some closure. I also have more people to talk to if I am in need. Thank you grandma for everything and I know you are watching over me. I love you tons.;deceptive;confident;54.78486204;0;32;13
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;3TMSXRD2X7M8XNH8S3WAMRR4UPG1W8;There's an island near where I live that is a great place for dog walking. It has lots of attractions and food stands there, as well as a baseball stadium, but from what I see, most people just go there to dog walk. Anyway, 3 weeks ago, I put my dog in the car and headed off to go meet my friend to walk our dogs. It wasn't until I got there that I realized I was almost out of gas. There is no gas station on the island.  We were there when it was getting dark out, so we walked our dogs and said we'd figure out what to do with the gas situation afterwards. My friend told me he'd follow me to the closest gas station off the island just in case I ran out. He didn't want me to run out of gas in the dark with no station around. I thought that was very nice of him. I got in my car, and we drove off. I was praying I wouldn't run out. I wasn't scared of being alone in the dark because I had my dog and I could always call my insurance company to bring me gas. I just didn't want to deal with all that. We got to about 300 feet away from the station when I ran out. We had to push the car there. I had seen that in movies before, but this is the first time I had to do it. It was kind of fun. It could have been much worse, though.;deceptive;very confident;23.23647237;0;42;-23
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;3SNLUL3WO598VQW7QDZSOIFLHB7UL7;My son asked his girlfriend to marry him on Aug. 11th 2019. He proposed on the beach on our family vacation. It was such a happy time for our family.  It got me to thinking. I have been married to my wonderful wife for thirty five years and now my son gets to start that journey.  I also said wouldnt it be neat if I proposed to marry my wife all over again and re-new our vowels. We went to visit my dad in the hometown where we both grew up. We got married at the church I grew up in.  It was a united methodist church.   So I said lets go for a ride and see what has changed in our town.   In the process of riding around we passed the church and I said lets go in for a bit see if anything has changed. We get inside and no one was around  , so  we go down to the alter in the front of the church  and I look her in the eyes and get down on one knee.  She starts teering up and ask what are you doing?   I said My wifes name and asked if she would marry me again?  It was such an emotional time for us both because we had stood in that very spot some thirty five years ago and got married.   My wife was overwelmed with emotion   but she did say yes!    Such a sweet time for us.;truthful;very confident;13.8387537;1;40;18
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;39KFRKBFIOHXIKJ9D6C9JKPSPXROYN;Just last week I bought a house. I had been looking for something local that I could purchase that would fit my budget with not a lot of money down. I decided that I would make a home purchase of a double wide in my local manufactured home community. I signed the papers and felt a rush of excitement that I was finally going to be a homeowner. The most memorable part was when they handed me the keys and said this is now your new home. I couldn't believe it was actually ours. I wanted to find something that was large enough for my family, but that there wouldn't be much upkeep. We are extremely busy people. The home is brand new from the factory and so is everything in it. So this is perfect for what we are looking for and needing, and it is all ours. Very exciting! I can't believe that we are actually home owners. While the searching wasn't the most fun part, and we are still moving, getting to have our own home is super exciting. I can't believe it is ours. I can't believe that everything worked out and we have a place of our own.;truthful;poorly confident;24.41398239;1;14;-18
2025-03-04;accuracy_low;['no_prolific_id'];1b60ba4f-719d-467f-a2ed-f62bd09ed5f3;Accepted;attention_check_2;"This is an attention check and serves to validate your participation. Please put the slider at the position 33. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;15.45632815;0;33;33
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;attention_check_1;"This is an attention check and serves to validate your participation. Please put the slider at the position -20. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;62.24295115;0;-20;0
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;35K3O9HUACZ562PPE2HPPNOYYRREF5;I recently had a few different drastically life changing events take place. One of which is the beginning of a divorce. After ten years of marriage, my husband decided he wanted a divorce. After some of the awful things he did in our marriage, I was still hanging in hoping we could move past all the hurt and betrayal. But unfortunately, he got fed up with the process and decided to end it. Just within the last three months I have agreed to give him the divorce, had him lash out at me in unspeakable ways, been forced to move due to lack of ability to continue paying for the previous place and had to pick up the pieces for myself and my three young children. I thank God that he has given me several people in my life that have been there for me and helped me through all of this. Without them, it would have been way worse. I am still trying to get through this divorce, but I have faith that the Lord will work all this for good. Many other changes have come along with this divorce. Of course the move. The change in family dynamic, which has been the worst and most difficult change. The financial changes. The emotional changes in me, which I struggle with every single day. The coping of my children. Yes, this has been quite the emotional roller coaster. I am still looking to the Lord for daily strength.;truthful;indecisive;102.5588424;1;9;-13
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;3BXQMRHWK0KS18ESQP07OVUA535MU7;"We celebrated my son's 4th birthday a few months ago. We had his party at our home, and invited our family, and many friends. It was a birthday party/ house warming party all in one. It was the first event we held in our home since moving in, a month prior to the party. It was a big deal, because we were about to move in last fall before Hurricane Florence hit, flooding our newly built home. We had almost 4 feet of water in our home. It was a party, and just a celebration as well, to finally complete the home (again). We had not even gotten 100% settled before the party, but it was just so nice being ""home."" We had it catered, and did a lego theme for my son. He enjoyed opening all of his presents. He and his buddies played and played. We had cupcakes, but the dog ended up getting into them, ruining half of them. We also did a piñata, and the kids enjoyed hitting it. He got a lot of new lego sets. He also got a camouflage table set and new race cars. We all had a blast.";truthful;poorly confident;78.36917377;1;17;34
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;37ZHEEHM6X8PHBUM7Z2HI47K0K337N;One month ago I was able to take part in Haiti charity event to raise funds for children and families. In order to successfully raise the money we needed we are formed dance groups. We put on a show to raise as much money as possible for the individuals in need in Haiti. I had a really great time participating in this event and made some great friends. I hope we continue to do this event as the people in Haiti are still in need. My friends and I all are big dancers and during the contest we danced to ice ice baby and won. There were a lot of people participating and it was great to see everyone contributing to a good cause. Even the adults were dancing and gave us a run for our money. The contest was judged by some members of the community and they had a great time doing it. No prizes were awarded but bragging rights came with our victory. I felt really great after to see that we had raised over $1000 to support the people in Haiti. We sent the money off the next day and are excited to hear back from the group receiving it. I know they will really appreciate it greatly. Their country is very in need of any support. I'm excited to continue on supporting other individuals in the future.;deceptive;indecisive;78.71156549;0;9;50
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;3NAPMVF0ZX10WTY33ZOCZU2SU6X72A;I took a brand new job doing marketing for this small clothing line a few months ago. I had other offers that actually paid more money. I took this one because it paid less but had more opportunity for growth. The owners are this really nice little couple from Texas. They seemed very very sweet. I enjoyed their pitch to me about what the chances were of success and how poised they were to pay ore in the future pending it all went well. I liked this a lot and their energy. I was happy to meet them and I thought about it long and hard. After a few days I decided to take it. When I started a week later I realized what a mess things were in terms of strategy. I had this idea of starting a new product line. A series of denim jackets for men women and children. We searched for a long time for supplies and places that could help us with it. We found  a great one and managed to have some prototypes made. We sold them locally at first and they were a hit. We then launched them via our website and this product alone has single-handedly turned this business around. I am happy that it all worked out.;deceptive;confident;79.22927642;1;-31;-25
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;attention_check_2;"This is an attention check and serves to validate your participation. Please put the slider at the position 33. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;41.61592078;0;33;33
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;3M68NM076ITYWD1JZFYLUOA4ALIR6U;Last month my son took his first steps! I was so proud and so was my wife. But i got very emotional about it because seeing my son progress so fast, makes me proud to be a father. My father who recently passed, never got to meet his grandchild. Cancer took him away from us but i would like to think he's looking down on us. I hope he proud of me and his grandson. My main goal is to just be a great role model and father like my dad was to me and i hope he is proud of me. So when i see my son him take those first steps, i get a sense of pride and a sense of purpose in life. I wish my dad could of met him. My wife has been very supportive to me, she always helps me when she can. Our little bundle of joy is growing up so fast! its crazy how fast time flies! I often wonder if this feeling is the same my dad felt when he became a father. i would not trade anything at all for that feeling. I miss you dad.;truthful;confident;50.51683569;1;30;34
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;3Z7ISHFUH1HU2I6Y2BPW058UZ0E8ZT;My boss recently let me know that she had turned in her two week notice. By the time I found out she only had a week left to work because the partners at the firm wanted to keep it quiet. I was extremely shocked and sad when I found out. I had been working for her for almost six years. I was so shocked that I could barely listen during my CPE class I attended that day. My boss had become more than just a boss, she was my friend so I knew I would miss her a lot. She was also the person I went to with any questions so work is going to be harder now without her. I am not sure how my firm will survive, she was very smart and worked really hard. She kept us all running smoothly. Now that she is gone I have more work because everyone's work got shifted to take over what she used to do. I miss her a lot but I am happy for her. She deserves the best. I am now having to learn how to manage without her. She was always my go to person when I could not figure something out. ninspend a lot more time researching. I always took it for granted that she would be able to help me out. ni am learning to stand in my own to feet and make judgment calls now though.;truthful;very confident;48.03126955;1;50;14
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;3VP0C6EFSHI7ZXORU7248PGU4YJ6ML;I lived in a safe neighborhood. Or, so I thought. I was walking around town one day. I have done this for years, so I didn't think today would be any different. However, a man tried to kidnap me. He caught me by surprise, and he was able to get a hold of me before I had any time to react. Thankfully, a neighbor saved me and the kidnapper ran away. We called the police, and filed a kidnapping report. They are currently looking for this kidnapper. I don't know why this kidnapper thought he could kidnap me. I'm a middle-aged Korean man. Although he had control of me initially, I know martial arts. My martial arts would have been able to get myself out of that situation. Thankfully, my neighbor was nearby, heard the commotion, and came out to save me. I am thankful for what my neighbor did for me, but I am confident that I would have been able to escape thanks to my martial arts skills.;deceptive;very confident;40.24031734;1;-44;-50
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;3ITXP059PX5MLNG3YNSFT2K5JV0JS0;I am by all definition a typical sports mom. When my daughter started playing softball two years ago I got very involved in the organization. I am at every practice and game and know every girl on the team as well as their parents by name. We all hang out and the parents as well as the players have become very close. We all cheer on every kid on the team and celebrate every victory as well as feel every loss. My daughter has been on undefeated teams the past two years which puts  lot of pressure on the girls. This year they were invited to play in a very tough tournament which involved a big time commitment from the players and parents. The first weekend of the tournament was tough with a lot of cheering and yelling and nail biting. The girls won all three games that first weekend putting them in the championship the following weekend. We played the first game and won then lost to a tough team the second game which forced us to play a third game against another team. We won that game at this point everyone was exhausted. We had an hour to get the girls fed and ready for the last game of the tournament against the team that beat us. This would determine who would be champion. We stated the game and it was back and forth hit for hit play for play. Both teams were good! The last inning we start to pull ahead and it starts raining. We had to decide to play or call a hold on the game. Everyone agreed to keep going and the girl played their exhausted hearts out while we cheered and screamed and held our breath on every play. Our last girl was up to bat and she brought two runs in WE WIN!! Every player and parent rushed to the field soaking wet in the middle of the rain cheering and snapping pictures while the girls shook hands with the other team. I was so excited to see them receive their championship trophies and make memories that would last a lifetime.;truthful;moderately confident;55.56494021;1;26;25
